2022-07-15 09:37:25,830 WARN org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-07-15 09:37:26,997 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser@gmail.com, price change %: 3.5095268102141697
2022-07-15 09:37:26,997 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser1@gmail.com, price change %: 4.398107684550778
2022-07-15 09:37:26,997 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser3@gmail.com, price change %: 4.247059642566353
2022-07-15 09:37:26,998 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: , price change %: 5.043800677813781
2022-07-15 09:37:26,998 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: 91, price change %: 4.72784016558363
2022-07-15 09:37:26,998 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex@gmail.com, price change %: 4.702316501175763
2022-07-15 09:37:26,998 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex2@gmail.com, price change %: 4.290728026276214
2022-07-15 09:37:26,999 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy@gmail.com, price change %: 3.98665261678961
2022-07-15 09:37:26,999 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy1@gmail.com, price change %: 1.6570696275233665
2022-07-15 09:37:27,227 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: someuser4@gmail.com, price change %: 10.648773273811152
2022-07-15 09:37:27,228 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: vasiliy@gmail.com, price change %: 5.744583728361241
2022-07-15 09:37:27,466 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser5@gmail.com, price change %: 8.954785672342913
2022-07-15 09:37:27,467 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser6@gmail.com, price change %: 9.307805596465379
2022-07-15 09:38:27,855 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser@gmail.com, price change %: 3.5095268102141697
2022-07-15 09:38:27,857 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser1@gmail.com, price change %: 4.398107684550778
2022-07-15 09:38:27,858 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser3@gmail.com, price change %: 4.247059642566353
2022-07-15 09:38:27,859 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: , price change %: 5.043800677813781
2022-07-15 09:38:27,860 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: 91, price change %: 4.72784016558363
2022-07-15 09:38:27,861 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex@gmail.com, price change %: 4.702316501175763
2022-07-15 09:38:27,861 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex2@gmail.com, price change %: 4.290728026276214
2022-07-15 09:38:27,862 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy@gmail.com, price change %: 3.98665261678961
2022-07-15 09:38:27,863 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy1@gmail.com, price change %: 1.6570696275233665
2022-07-15 09:38:28,105 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: someuser4@gmail.com, price change %: 10.648773273811152
2022-07-15 09:38:28,105 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: vasiliy@gmail.com, price change %: 5.744583728361241
2022-07-15 09:38:28,328 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser5@gmail.com, price change %: 8.954785672342913
2022-07-15 09:38:28,328 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser6@gmail.com, price change %: 9.307805596465379
2022-07-15 09:39:02,151 WARN org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-07-15 09:39:02,985 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser@gmail.com, price change %: 3.5095268102141697
2022-07-15 09:39:02,986 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser1@gmail.com, price change %: 4.398107684550778
2022-07-15 09:39:02,986 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: someuser3@gmail.com, price change %: 4.247059642566353
2022-07-15 09:39:02,986 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: , price change %: 5.043800677813781
2022-07-15 09:39:02,986 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: 91, price change %: 4.72784016558363
2022-07-15 09:39:02,987 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex@gmail.com, price change %: 4.702316501175763
2022-07-15 09:39:02,987 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex2@gmail.com, price change %: 4.290728026276214
2022-07-15 09:39:02,987 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy@gmail.com, price change %: 3.98665261678961
2022-07-15 09:39:02,988 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alexmerphy1@gmail.com, price change %: 1.6570696275233665
2022-07-15 09:39:03,234 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: someuser4@gmail.com, price change %: 10.648773273811152
2022-07-15 09:39:03,234 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 80, user: vasiliy@gmail.com, price change %: 5.744583728361241
2022-07-15 09:39:03,440 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser5@gmail.com, price change %: 8.954785672342913
2022-07-15 09:39:03,441 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 48543, user: someuser6@gmail.com, price change %: 9.307805596465379
2022-07-15 10:39:39,036 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler1] crypto id: 90, user: alex1@gmail.com, price change %: 5.910249841409265
2022-07-15 10:40:50,504 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler2] crypto id: 90, user: alex1@gmail.com, price change %: 5.910249841409265
2022-07-15 10:40:52,444 WARN com.idftechnology.crypto_service.service.UserService [ThreadPoolTaskScheduler2] crypto id: 48543, user: nik2@gmail.com, price change %: 23.636968085106382
